stamp_sec,stamp_nanosec,time_sec,pose_index,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw
1778134384,426541072,1778134384.426541,30,odom,base_link,-54.007938385009766,-0.33903205394744873,22.701927185058594,-0.0020322760539879373,-0.6473898272042911,-0.003447861256335006,0.7621485378449503
1778134388,427359155,1778134388.427359,31,odom,base_link,-56.244449615478516,-0.3391242027282715,23.073850631713867,-0.0023043485416191184,-0.6473729066574024,-0.0034655889043580064,0.7621620558629842
1778134406,427506987,1778134406.427507,32,odom,base_link,-60.911399841308594,-0.4483944773674011,24.008878707885742,-0.0029617877755630105,-0.6358733871830126,-0.005000195119564394,0.7717715085012802
1778134410,427703807,1778134410.4277039,33,odom,base_link,-60.91081237792969,-0.45191311836242676,24.009416580200195,-0.003062566656652317,-0.6358463190437016,-0.004878130401229983,0.771794197366006
1778134412,427394721,1778134412.4273946,34,odom,base_link,-60.91196823120117,-0.4487791657447815,24.009090423583984,-0.0029881499309756436,-0.6358099084578921,-0.004932593445511383,0.7718241385112662
1778134413,428827396,1778134413.4288273,35,odom,base_link,-60.914520263671875,-0.44339755177497864,24.012113571166992,-0.003000427915718616,-0.6359200243431953,-0.004584119073529823,0.7717355155258775
1778134416,428956791,1778134416.4289567,36,odom,base_link,-60.9123420715332,-0.44895926117897034,24.0086669921875,-0.0030081840897732363,-0.6358105497913726,-0.004910935560702372,0.7718236704807602
1778134418,427877720,1778134418.4278777,37,odom,base_link,-60.91050338745117,-0.44967687129974365,24.004899978637695,-0.0029584594121588137,-0.6357964376025941,-0.004929821445812112,0.7718353673616346
1778134420,426400733,1778134420.4264007,38,odom,base_link,-60.91552734375,-0.4479307234287262,24.010889053344727,-0.0028995490529277455,-0.6357951883716009,-0.00493718275573684,0.7718365729124572
1778134422,427729076,1778134422.4277291,39,odom,base_link,-60.908363342285156,-0.45267152786254883,24.008947372436523,-0.0030358081685291647,-0.6358717080998618,-0.004960546701348039,0.7717728601624653
1778134424,427739105,1778134424.4277391,40,odom,base_link,-60.91049575805664,-0.44941580295562744,24.008947372436523,-0.0030255849612328086,-0.6358222443742273,-0.004789658910454774,0.7718147307236914
1778134428,427087875,1778134428.4270878,41,odom,base_link,-60.9117546081543,-0.45089438557624817,24.009281158447266,-0.003054164226703529,-0.6358339829093428,-0.004920475710678539,0.771804124877095
1778134430,428044738,1778134430.4280448,42,odom,base_link,-60.91420364379883,-0.44827163219451904,24.00968360900879,-0.0029321660136811256,-0.6358410673986081,-0.00493870575368497,0.7717986451124059
1778134433,419000630,1778134433.4190006,43,odom,base_link,-60.902652740478516,-0.4517021179199219,24.003501892089844,-0.003015211539482411,-0.6358226160363921,-0.005033791604917504,0.771812911512945
1778134434,427611360,1778134434.4276114,44,odom,base_link,-60.91466522216797,-0.4480189383029938,24.009897232055664,-0.0029847632281863237,-0.6358409698095149,-0.004857854783249696,0.7717990370213429
1778134436,426891709,1778134436.4268918,45,odom,base_link,-60.90972900390625,-0.45009446144104004,24.007986068725586,-0.002960159347915223,-0.6358283383176746,-0.004961079656058055,0.7718088813543583
1778134438,427413435,1778134438.4274135,46,odom,base_link,-60.91047668457031,-0.45134612917900085,24.009126663208008,-0.00296553722068437,-0.6358205684512876,-0.004950878570935577,0.7718153270858581
1778134439,427925505,1778134439.4279256,47,odom,base_link,-60.91313552856445,-0.447801411151886,24.009410858154297,-0.002959234116171094,-0.6358028872248381,-0.004911870145158669,0.7718301659443499
1778134441,427558051,1778134441.427558,48,odom,base_link,-60.907798767089844,-0.4497469961643219,24.009334564208984,-0.0029519441536688218,-0.635824749512715,-0.004961068234814594,0.7718118693922608
1778134443,427286164,1778134443.4272861,49,odom,base_link,-60.90915298461914,-0.44995182752609253,24.010684967041016,-0.002874925317594641,-0.6358314096697483,-0.005036704118908366,0.7718061835029685
1778134444,427683237,1778134444.4276834,50,odom,base_link,-60.90972137451172,-0.44722864031791687,24.013479232788086,-0.003021841243546629,-0.6358995785785359,-0.004679150985604001,0.7717517087672648
1778134445,427099360,1778134445.4270995,51,odom,base_link,-60.910526275634766,-0.45292186737060547,24.008752822875977,-0.003001329431546544,-0.6357985324787573,-0.004977177019971694,0.7718331722778011
1778134446,427406090,1778134446.427406,52,odom,base_link,-60.90993881225586,-0.44881471991539,24.01256561279297,-0.0029296248493178075,-0.6358721379077988,-0.004911000866154841,0.7717732332760057
1778134449,427500873,1778134449.427501,53,odom,base_link,-60.907958984375,-0.4518815279006958,24.010889053344727,-0.002975657734459588,-0.6358370296449866,-0.0049049154907834114,0.7718020205968084
1778134450,427452669,1778134450.4274526,54,odom,base_link,-60.915496826171875,-0.446956604719162,24.008310317993164,-0.0029148576795013236,-0.6357894078816357,-0.004886089153728931,0.7718416019903368
1778134451,428035286,1778134451.4280353,55,odom,base_link,-60.91093826293945,-0.4495805501937866,24.00967025756836,-0.0029623012470427383,-0.6358340865491153,-0.004932660480167943,0.7718043197690468
1778134452,427524028,1778134452.427524,56,odom,base_link,-60.918880462646484,-0.4446307420730591,24.013872146606445,-0.002971595481851544,-0.6358444496307617,-0.004817092697111722,0.7717964764832718
1778134453,427188867,1778134453.4271889,57,odom,base_link,-60.91222381591797,-0.44921743869781494,24.009321212768555,-0.0029750135585477886,-0.6358318002034423,-0.004903879325917524,0.7718063378283007
1778134462,426218133,1778134462.426218,58,odom,base_link,-60.9097785949707,-0.45249736309051514,24.009204864501953,-0.0030043371829260495,-0.6358582633729042,-0.004986152169080719,0.7717838953651679
1778134465,426958337,1778134465.4269583,59,odom,base_link,-60.9101676940918,-0.4518599808216095,24.009767532348633,-0.0030052597618195017,-0.6358317447677745,-0.00487884204564547,0.7718064249924492
1778134466,426730595,1778134466.4267306,60,odom,base_link,-60.910552978515625,-0.45433804392814636,24.00701332092285,-0.0029649605118217495,-0.6357847680848293,-0.0051624255758989405,0.7718434342809793
1778134469,427410072,1778134469.4274101,61,odom,base_link,-60.90864944458008,-0.45548731088638306,24.012285232543945,-0.003012732516034591,-0.6358474336946617,-0.005033067292164155,0.771792480360059
1778134470,426761713,1778134470.4267616,62,odom,base_link,-60.9110221862793,-0.4551786184310913,24.00931739807129,-0.003019456700195973,-0.6358278579496197,-0.004896993590799026,0.7718094566602598
1778134473,427924958,1778134473.4279249,63,odom,base_link,-60.91096878051758,-0.4528106153011322,24.011682510375977,-0.003027067709640525,-0.6358448236199901,-0.004883635888160446,0.7717955346056732
1778134475,430522225,1778134475.4305222,64,odom,base_link,-60.91154861450195,-0.44927507638931274,24.008037567138672,-0.002918880326590865,-0.6357861206850611,-0.0049537416894022595,0.7718438633073108
1778134477,428616038,1778134477.428616,65,odom,base_link,-60.9119873046875,-0.45033106207847595,24.00967025756836,-0.0028747278743136775,-0.6357895303478847,-0.00496265265780629,0.7718411631406187
1778134478,426648673,1778134478.4266486,66,odom,base_link,-60.90968704223633,-0.449240118265152,24.010873794555664,-0.0029832669045190977,-0.6358421089105873,-0.00483830144114555,0.7717982271901627
1778134479,425050541,1778134479.4250505,67,odom,base_link,-60.90880584716797,-0.4518663287162781,24.010440826416016,-0.003006182132268211,-0.6358188533490613,-0.00493718549042551,0.771816670456337
1778134480,425367388,1778134480.4253674,68,odom,base_link,-60.90738296508789,-0.45071133971214294,24.01009750366211,-0.0030011787748506404,-0.6358229824683794,-0.00488613878626849,0.771813613211595
1778134484,421078808,1778134484.421079,69,odom,base_link,-60.90711212158203,-0.4516434669494629,24.00947380065918,-0.002966153869605943,-0.6358301082021935,-0.004976505231489139,0.7718073009699309
1778134487,427526383,1778134487.4275265,70,odom,base_link,-60.88886260986328,-0.4624987244606018,24.00776481628418,-0.0030815726332759585,-0.6358680247761369,-0.004965080736616429,0.7717756843479061
1778134488,427581867,1778134488.4275818,71,odom,base_link,-60.90943908691406,-0.4509122371673584,24.0096435546875,-0.0029977670661194412,-0.6358138819937672,-0.004974126234337265,0.7718205613514307
1778134489,427537608,1778134489.4275377,72,odom,base_link,-60.909873962402344,-0.45355090498924255,24.01203727722168,-0.002995253770218755,-0.6358286771026003,-0.004958769403750007,0.7718084817069646
1778134492,424335670,1778134492.4243357,73,odom,base_link,-60.9092903137207,-0.44953712821006775,24.012331008911133,-0.0029373815045747103,-0.6358556377066741,-0.004938645520471343,0.7717866217854248
1778134496,425862976,1778134496.425863,74,odom,base_link,-60.90883255004883,-0.4523918330669403,24.008901596069336,-0.0030099665754127584,-0.6358286867875395,-0.0049682493502631615,0.7718083555246351
1778134497,427307416,1778134497.4273074,75,odom,base_link,-60.91025924682617,-0.44976556301116943,24.012914657592773,-0.0029657452416432125,-0.6358554515836303,-0.0047943203499740536,0.7717875766938211
1778134499,427660640,1778134499.4276607,76,odom,base_link,-60.912254333496094,-0.4492225646972656,24.011905670166016,-0.0029720134457757717,-0.6358352350155064,-0.004867885774750207,0.7718037475530537
1778134501,426569600,1778134501.4265697,77,odom,base_link,-60.90116500854492,-0.4609028100967407,24.015933990478516,-0.003135358640805044,-0.6359076745464308,-0.005073040394495856,0.7717420963251258
1778134503,427079804,1778134503.42708,78,odom,base_link,-60.907108306884766,-0.4523716866970062,24.012094497680664,-0.002962774755086291,-0.6358716137533029,-0.004969368300831923,0.7717731649696119
1778134504,428099469,1778134504.4280994,79,odom,base_link,-60.91448211669922,-0.44547611474990845,24.008840560913086,-0.002934642398998832,-0.6358173746600173,-0.004894442928135814,0.771818436151182
1778134507,428033094,1778134507.428033,80,odom,base_link,-60.909889221191406,-0.4522302746772766,24.016752243041992,-0.003045201610894658,-0.6359237151553928,-0.004896313882619089,0.7717303812604985
1778134509,430456286,1778134509.4304564,81,odom,base_link,-60.91036605834961,-0.44856974482536316,24.012773513793945,-0.0029841604772248643,-0.6358809859761032,-0.004788600266907381,0.7717665033983975
1778134511,427071882,1778134511.4270718,82,odom,base_link,-60.90981674194336,-0.45058757066726685,24.010602951049805,-0.00299642543173371,-0.6358570065312571,-0.004837313134414634,0.7717859088383128
1778134512,428041208,1778134512.4280412,83,odom,base_link,-60.91107940673828,-0.4493790864944458,24.009319305419922,-0.0029848872280402714,-0.6358328455656145,-0.0048998981296576516,0.7718054637967319
1778134513,427817941,1778134513.427818,84,odom,base_link,-60.90970993041992,-0.4521763026714325,24.010995864868164,-0.003048876162272092,-0.6358660921898336,-0.004835516610789287,0.7717782291153877
1778134515,428233268,1778134515.4282334,85,odom,base_link,-60.908836364746094,-0.45180293917655945,24.009836196899414,-0.002950701882854629,-0.6357952253078741,-0.005001642702133197,0.771835933605315
1778134517,428199462,1778134517.4281995,86,odom,base_link,-60.91151428222656,-0.45005297660827637,24.009958267211914,-0.0029546761740602864,-0.635811482505063,-0.00491170134487816,0.7718231039514944
1778134520,428034692,1778134520.4280348,87,odom,base_link,-60.91011428833008,-0.44941988587379456,24.00961685180664,-0.0029705223233401816,-0.635829611222515,-0.0048477924887853595,0.7718085127787445
1778134523,428144883,1778134523.428145,88,odom,base_link,-60.91329574584961,-0.44697022438049316,24.008390426635742,-0.002910787577821033,-0.6358151077087981,-0.00490474132840876,0.7718203285981962
1778134524,427850299,1778134524.4278502,89,odom,base_link,-60.89726257324219,-0.45318689942359924,24.003379821777344,-0.003034154969015839,-0.6358165208899668,-0.0049932258359017484,0.7718181219450306
